lambda,mu,c,num_customers,seed,rho,analytic_wq,sim_wq,analytic_w,sim_w,analytic_lq,sim_lq,analytic_l,sim_l,analytic_pwait,sim_pwait,sim_utilization
0.9,0.5,2,5000,123,0.9,8.526315789473687,8.34492591273725,10.526315789473687,10.312529348187818,7.673684210526318,7.6221703690223706,9.473684210526319,9.420020511696874,0.8526315789473685,0.8555555555555555,0.8989250713372631
