case,beta,c,gamma,t,S,I,R
baseline,0.05,10.0,0.25,14.793428988980496,659,145,196
baseline,0.05,10.0,0.25,14.799621864258993,659,144,197
baseline,0.05,10.0,0.25,14.7999587452381,658,145,197
baseline,0.05,10.0,0.25,14.829581013783839,657,146,197
baseline,0.05,10.0,0.25,14.842331312132597,656,147,197
baseline,0.05,10.0,0.25,14.882323789412485,655,148,197
baseline,0.05,10.0,0.25,14.89297131605076,655,147,198
baseline,0.05,10.0,0.25,14.903485870945284,655,146,199
baseline,0.05,10.0,0.25,14.914419913587542,654,147,199
baseline,0.05,10.0,0.25,14.948188555047894,653,148,199
baseline,0.05,10.0,0.25,14.96663596268327,652,149,199
baseline,0.05,10.0,0.25,14.989892184018993,651,150,199
baseline,0.05,10.0,0.25,15.004723157807975,651,149,200
baseline,0.05,10.0,0.25,15.006718599160886,650,150,200
baseline,0.05,10.0,0.25,15.025389971797432,650,149,201
baseline,0.05,10.0,0.25,15.069218423357398,650,148,202
baseline,0.05,10.0,0.25,15.076312424810673,649,149,202
baseline,0.05,10.0,0.25,15.088299508014849,648,150,202
baseline,0.05,10.0,0.25,15.09298148499604,647,151,202
baseline,0.05,10.0,0.25,15.10366078529169,647,150,203
baseline,0.05,10.0,0.25,15.109080276099975,646,151,203
baseline,0.05,10.0,0.25,15.110726947313163,645,152,203
baseline,0.05,10.0,0.25,15.117731691509661,645,151,204
baseline,0.05,10.0,0.25,15.168042416799823,644,152,204
baseline,0.05,10.0,0.25,15.17133833729375,643,153,204
baseline,0.05,10.0,0.25,15.190256004117161,642,154,204
baseline,0.05,10.0,0.25,15.195486425975078,641,155,204
baseline,0.05,10.0,0.25,15.203005194641188,640,156,204
baseline,0.05,10.0,0.25,15.203215270429515,639,157,204
baseline,0.05,10.0,0.25,15.236375292604675,638,158,204
baseline,0.05,10.0,0.25,15.260334984613152,637,159,204
baseline,0.05,10.0,0.25,15.300071854195133,637,158,205
baseline,0.05,10.0,0.25,15.314033670442178,637,157,206
baseline,0.05,10.0,0.25,15.326324437896094,636,158,206
baseline,0.05,10.0,0.25,15.346674741837424,635,159,206
baseline,0.05,10.0,0.25,15.352416961224712,634,160,206
baseline,0.05,10.0,0.25,15.384329313146175,634,159,207
baseline,0.05,10.0,0.25,15.451994208520226,634,158,208
baseline,0.05,10.0,0.25,15.454180422750856,633,159,208
baseline,0.05,10.0,0.25,15.457901232290308,633,158,209
baseline,0.05,10.0,0.25,15.470447743057575,633,157,210
baseline,0.05,10.0,0.25,15.478895493339671,633,156,211
baseline,0.05,10.0,0.25,15.494168098909773,632,157,211
baseline,0.05,10.0,0.25,15.508976339307866,632,156,212
baseline,0.05,10.0,0.25,15.545633915311369,631,157,212
baseline,0.05,10.0,0.25,15.565607840464708,631,156,213
baseline,0.05,10.0,0.25,15.58528708536679,631,155,214
baseline,0.05,10.0,0.25,15.588146593529737,630,156,214
baseline,0.05,10.0,0.25,15.600140904682604,629,157,214
baseline,0.05,10.0,0.25,15.630086125372882,628,158,214
baseline,0.05,10.0,0.25,15.647411815276365,627,159,214
baseline,0.05,10.0,0.25,15.648119709227137,627,158,215
baseline,0.05,10.0,0.25,15.65530364979653,626,159,215
baseline,0.05,10.0,0.25,15.671039481954535,625,160,215
baseline,0.05,10.0,0.25,15.679571326205817,625,159,216
baseline,0.05,10.0,0.25,15.711600471588715,625,158,217
baseline,0.05,10.0,0.25,15.72196365302096,624,159,217
baseline,0.05,10.0,0.25,15.72871355522245,624,158,218
baseline,0.05,10.0,0.25,15.732505482350929,624,157,219
baseline,0.05,10.0,0.25,15.733760937574326,623,158,219
baseline,0.05,10.0,0.25,15.740607588885386,623,157,220
baseline,0.05,10.0,0.25,15.750998587883345,623,156,221
baseline,0.05,10.0,0.25,15.779778713260123,622,157,221
baseline,0.05,10.0,0.25,15.82496741529204,622,156,222
baseline,0.05,10.0,0.25,15.830519851297431,622,155,223
baseline,0.05,10.0,0.25,15.842079488684575,621,156,223
baseline,0.05,10.0,0.25,15.879001533950204,620,157,223
baseline,0.05,10.0,0.25,15.910189668310291,620,156,224
baseline,0.05,10.0,0.25,15.94728963240395,620,155,225
baseline,0.05,10.0,0.25,15.96046339799785,619,156,225
baseline,0.05,10.0,0.25,15.97641668479447,619,155,226
baseline,0.05,10.0,0.25,15.980930316076709,618,156,226
baseline,0.05,10.0,0.25,15.98682227931218,618,155,227
baseline,0.05,10.0,0.25,15.991147272174263,618,154,228
baseline,0.05,10.0,0.25,16.003031646140975,617,155,228
baseline,0.05,10.0,0.25,16.02254514464259,617,154,229
baseline,0.05,10.0,0.25,16.0266186037285,617,153,230
baseline,0.05,10.0,0.25,16.03397737817582,616,154,230
baseline,0.05,10.0,0.25,16.058826599749175,615,155,230
baseline,0.05,10.0,0.25,16.06140406326153,615,154,231
baseline,0.05,10.0,0.25,16.07256915274599,614,155,231
baseline,0.05,10.0,0.25,16.088186175658024,613,156,231
baseline,0.05,10.0,0.25,16.088702244168452,612,157,231
baseline,0.05,10.0,0.25,16.088793427180622,612,156,232
baseline,0.05,10.0,0.25,16.1271928112472,612,155,233
baseline,0.05,10.0,0.25,16.12865751902865,611,156,233
baseline,0.05,10.0,0.25,16.139133478563064,610,157,233
baseline,0.05,10.0,0.25,16.140258000114,610,156,234
baseline,0.05,10.0,0.25,16.142512148463556,609,157,234
baseline,0.05,10.0,0.25,16.144944610084725,608,158,234
baseline,0.05,10.0,0.25,16.14576502718385,607,159,234
baseline,0.05,10.0,0.25,16.14870135686962,606,160,234
baseline,0.05,10.0,0.25,16.156619862612338,605,161,234
baseline,0.05,10.0,0.25,16.161272027127158,605,160,235
baseline,0.05,10.0,0.25,16.165684006271754,605,159,236
baseline,0.05,10.0,0.25,16.20445542510882,604,160,236
baseline,0.05,10.0,0.25,16.212916982827174,603,161,236
baseline,0.05,10.0,0.25,16.233554531018513,603,160,237
baseline,0.05,10.0,0.25,16.23711922209628,603,159,238
baseline,0.05,10.0,0.25,16.238488502607826,602,160,238
baseline,0.05,10.0,0.25,16.239600672032406,601,161,238
baseline,0.05,10.0,0.25,16.25192382037441,600,162,238
baseline,0.05,10.0,0.25,16.25318507090814,600,161,239
baseline,0.05,10.0,0.25,16.267405924408386,599,162,239
baseline,0.05,10.0,0.25,16.272442523853794,598,163,239
baseline,0.05,10.0,0.25,16.279639270223917,597,164,239
baseline,0.05,10.0,0.25,16.28244844928942,596,165,239
baseline,0.05,10.0,0.25,16.307078248460563,596,164,240
baseline,0.05,10.0,0.25,16.328216853373736,595,165,240
baseline,0.05,10.0,0.25,16.342130148995366,595,164,241
baseline,0.05,10.0,0.25,16.343499270075583,595,163,242
baseline,0.05,10.0,0.25,16.343803374281617,594,164,242
baseline,0.05,10.0,0.25,16.375373856573493,593,165,242
baseline,0.05,10.0,0.25,16.387400716200915,593,164,243
baseline,0.05,10.0,0.25,16.398313745354713,593,163,244
baseline,0.05,10.0,0.25,16.40057691995868,593,162,245
baseline,0.05,10.0,0.25,16.40791460696554,592,163,245
baseline,0.05,10.0,0.25,16.42148214924963,591,164,245
baseline,0.05,10.0,0.25,16.4513272555808,591,163,246
baseline,0.05,10.0,0.25,16.490442325421323,591,162,247
baseline,0.05,10.0,0.25,16.49301831528699,591,161,248
baseline,0.05,10.0,0.25,16.49532356892538,591,160,249
baseline,0.05,10.0,0.25,16.518319103821497,591,159,250
baseline,0.05,10.0,0.25,16.5231959748457,591,158,251
baseline,0.05,10.0,0.25,16.53945352219545,590,159,251
baseline,0.05,10.0,0.25,16.54019568831372,589,160,251
baseline,0.05,10.0,0.25,16.556640777809594,588,161,251
baseline,0.05,10.0,0.25,16.559137033153885,588,160,252
baseline,0.05,10.0,0.25,16.560154206433335,587,161,252
baseline,0.05,10.0,0.25,16.56942041312774,586,162,252
baseline,0.05,10.0,0.25,16.576220132861792,586,161,253
baseline,0.05,10.0,0.25,16.58485584754438,585,162,253
baseline,0.05,10.0,0.25,16.594008038782697,584,163,253
baseline,0.05,10.0,0.25,16.60566422951925,583,164,253
baseline,0.05,10.0,0.25,16.63114509234802,582,165,253
baseline,0.05,10.0,0.25,16.63145306720738,581,166,253
baseline,0.05,10.0,0.25,16.638213356294507,580,167,253
baseline,0.05,10.0,0.25,16.649477935775764,579,168,253
baseline,0.05,10.0,0.25,16.6686563212256,579,167,254
baseline,0.05,10.0,0.25,16.671299081828828,578,168,254
baseline,0.05,10.0,0.25,16.683105988201234,578,167,255
baseline,0.05,10.0,0.25,16.693672412417904,578,166,256
baseline,0.05,10.0,0.25,16.70138661459487,578,165,257
baseline,0.05,10.0,0.25,16.70667315294621,578,164,258
baseline,0.05,10.0,0.25,16.726007879575018,578,163,259
baseline,0.05,10.0,0.25,16.75617926462098,578,162,260
baseline,0.05,10.0,0.25,16.771352175517457,578,161,261
baseline,0.05,10.0,0.25,16.785410298933037,577,162,261
baseline,0.05,10.0,0.25,16.79145490724899,576,163,261
baseline,0.05,10.0,0.25,16.804323856642323,575,164,261
baseline,0.05,10.0,0.25,16.81479088166135,574,165,261
baseline,0.05,10.0,0.25,16.815690820909783,574,164,262
baseline,0.05,10.0,0.25,16.83831610303965,574,163,263
baseline,0.05,10.0,0.25,16.84042634390453,573,164,263
baseline,0.05,10.0,0.25,16.84660027200754,572,165,263
baseline,0.05,10.0,0.25,16.87345055141041,571,166,263
baseline,0.05,10.0,0.25,16.897848231513496,571,165,264
baseline,0.05,10.0,0.25,16.900674664977757,571,164,265
baseline,0.05,10.0,0.25,16.905105990195935,570,165,265
baseline,0.05,10.0,0.25,16.910138125575315,569,166,265
baseline,0.05,10.0,0.25,16.94410992667651,569,165,266
baseline,0.05,10.0,0.25,16.962171335084744,569,164,267
baseline,0.05,10.0,0.25,16.96997009168196,569,163,268
baseline,0.05,10.0,0.25,16.981077478129276,569,162,269
baseline,0.05,10.0,0.25,16.981836873706285,568,163,269
baseline,0.05,10.0,0.25,17.026689347851573,568,162,270
baseline,0.05,10.0,0.25,17.029803895655213,568,161,271
baseline,0.05,10.0,0.25,17.040024052547686,568,160,272
baseline,0.05,10.0,0.25,17.04162877143844,568,159,273
baseline,0.05,10.0,0.25,17.044683360928335,568,158,274
baseline,0.05,10.0,0.25,17.054481849720847,568,157,275
baseline,0.05,10.0,0.25,17.067026986983038,567,158,275
baseline,0.05,10.0,0.25,17.08595370769414,566,159,275
baseline,0.05,10.0,0.25,17.112551263836192,565,160,275
baseline,0.05,10.0,0.25,17.114310923433937,564,161,275
baseline,0.05,10.0,0.25,17.119021803780036,564,160,276
baseline,0.05,10.0,0.25,17.134332102612536,563,161,276
baseline,0.05,10.0,0.25,17.135374730082784,562,162,276
baseline,0.05,10.0,0.25,17.178088235935892,561,163,276
baseline,0.05,10.0,0.25,17.18689048952939,560,164,276
baseline,0.05,10.0,0.25,17.190079839039473,559,165,276
baseline,0.05,10.0,0.25,17.198232733534955,558,166,276
baseline,0.05,10.0,0.25,17.219805010254685,558,165,277
baseline,0.05,10.0,0.25,17.223034349752883,558,164,278
baseline,0.05,10.0,0.25,17.232620993457953,557,165,278
baseline,0.05,10.0,0.25,17.23980133882198,557,164,279
baseline,0.05,10.0,0.25,17.250884949960952,556,165,279
baseline,0.05,10.0,0.25,17.265107819394842,556,164,280
baseline,0.05,10.0,0.25,17.276711161087917,555,165,280
baseline,0.05,10.0,0.25,17.277119272496446,555,164,281
baseline,0.05,10.0,0.25,17.282616987183697,554,165,281
baseline,0.05,10.0,0.25,17.28553336650522,553,166,281
baseline,0.05,10.0,0.25,17.30039764170492,553,165,282
baseline,0.05,10.0,0.25,17.304904388420873,553,164,283
baseline,0.05,10.0,0.25,17.333722959645986,553,163,284
baseline,0.05,10.0,0.25,17.337326818167426,552,164,284
baseline,0.05,10.0,0.25,17.339558375181163,552,163,285
baseline,0.05,10.0,0.25,17.34484831944173,552,162,286
baseline,0.05,10.0,0.25,17.353100326320323,551,163,286
baseline,0.05,10.0,0.25,17.393530129913113,551,162,287
baseline,0.05,10.0,0.25,17.40699539975336,550,163,287
baseline,0.05,10.0,0.25,17.40724695811055,549,164,287
baseline,0.05,10.0,0.25,17.411252989659186,548,165,287
baseline,0.05,10.0,0.25,17.4349686467153,547,166,287
baseline,0.05,10.0,0.25,17.43525777948207,547,165,288
baseline,0.05,10.0,0.25,17.437081936540196,547,164,289
baseline,0.05,10.0,0.25,17.44593639711747,546,165,289
baseline,0.05,10.0,0.25,17.44612974145796,545,166,289
baseline,0.05,10.0,0.25,17.44673038293218,544,167,289
baseline,0.05,10.0,0.25,17.456586440381784,543,168,289
baseline,0.05,10.0,0.25,17.458900332997306,543,167,290
baseline,0.05,10.0,0.25,17.467516997659736,543,166,291
baseline,0.05,10.0,0.25,17.47216346379034,543,165,292
baseline,0.05,10.0,0.25,17.497602479592494,542,166,292
baseline,0.05,10.0,0.25,17.49882837018891,542,165,293
baseline,0.05,10.0,0.25,17.505266076821325,541,166,293
baseline,0.05,10.0,0.25,17.52383355996918,541,165,294
baseline,0.05,10.0,0.25,17.53140445620351,541,164,295
baseline,0.05,10.0,0.25,17.543609550628123,540,165,295
baseline,0.05,10.0,0.25,17.57534310411163,539,166,295
baseline,0.05,10.0,0.25,17.576973057982475,538,167,295
baseline,0.05,10.0,0.25,17.58834054214908,537,168,295
baseline,0.05,10.0,0.25,17.598232542108825,537,167,296
baseline,0.05,10.0,0.25,17.60013587289294,536,168,296
baseline,0.05,10.0,0.25,17.606653605918723,536,167,297
baseline,0.05,10.0,0.25,17.60724921648868,535,168,297
baseline,0.05,10.0,0.25,17.608210794625393,535,167,298
baseline,0.05,10.0,0.25,17.609216493934305,535,166,299
baseline,0.05,10.0,0.25,17.648916050239027,534,167,299
baseline,0.05,10.0,0.25,17.653471403343122,533,168,299
baseline,0.05,10.0,0.25,17.666420520170963,532,169,299
baseline,0.05,10.0,0.25,17.677041127031366,532,168,300
baseline,0.05,10.0,0.25,17.68968830059079,532,167,301
baseline,0.05,10.0,0.25,17.703917127038345,532,166,302
baseline,0.05,10.0,0.25,17.76158993902611,531,167,302
baseline,0.05,10.0,0.25,17.772832681075183,530,168,302
baseline,0.05,10.0,0.25,17.79733706699394,530,167,303
baseline,0.05,10.0,0.25,17.798442001983393,529,168,303
baseline,0.05,10.0,0.25,17.803342675931386,528,169,303
baseline,0.05,10.0,0.25,17.80951477296214,527,170,303
baseline,0.05,10.0,0.25,17.810220666810423,526,171,303
baseline,0.05,10.0,0.25,17.828592088155478,525,172,303
baseline,0.05,10.0,0.25,17.834948406730128,525,171,304
baseline,0.05,10.0,0.25,17.84656346030234,524,172,304
baseline,0.05,10.0,0.25,17.86608438506661,523,173,304
baseline,0.05,10.0,0.25,17.872235262824127,522,174,304
baseline,0.05,10.0,0.25,17.88225731058665,522,173,305
baseline,0.05,10.0,0.25,17.891191133496214,522,172,306
baseline,0.05,10.0,0.25,17.893865966141288,522,171,307
baseline,0.05,10.0,0.25,17.896046778536927,521,172,307
baseline,0.05,10.0,0.25,17.930910064102054,521,171,308
baseline,0.05,10.0,0.25,17.93277533498775,521,170,309
baseline,0.05,10.0,0.25,17.936315495156016,521,169,310
baseline,0.05,10.0,0.25,17.936699968544648,520,170,310
baseline,0.05,10.0,0.25,17.944646773536462,520,169,311
baseline,0.05,10.0,0.25,17.96041920262018,519,170,311
baseline,0.05,10.0,0.25,17.963211818784224,519,169,312
baseline,0.05,10.0,0.25,17.975739984964285,519,168,313
baseline,0.05,10.0,0.25,17.98274945969019,518,169,313
baseline,0.05,10.0,0.25,17.984581647255737,518,168,314
baseline,0.05,10.0,0.25,18.0116753554514,517,169,314
baseline,0.05,10.0,0.25,18.047803398722778,517,168,315
baseline,0.05,10.0,0.25,18.055018846193065,517,167,316
baseline,0.05,10.0,0.25,18.05783836798064,517,166,317
baseline,0.05,10.0,0.25,18.06405598110354,517,165,318
baseline,0.05,10.0,0.25,18.06511030139558,516,166,318
baseline,0.05,10.0,0.25,18.087162142461047,515,167,318
baseline,0.05,10.0,0.25,18.104818987050614,515,166,319
baseline,0.05,10.0,0.25,18.117474373166445,514,167,319
baseline,0.05,10.0,0.25,18.136023212355667,513,168,319
baseline,0.05,10.0,0.25,18.142909345238422,513,167,320
baseline,0.05,10.0,0.25,18.152114621616356,513,166,321
baseline,0.05,10.0,0.25,18.1543505801132,513,165,322
baseline,0.05,10.0,0.25,18.20149933464997,512,166,322
baseline,0.05,10.0,0.25,18.21358936007609,512,165,323
baseline,0.05,10.0,0.25,18.22737181391036,511,166,323
baseline,0.05,10.0,0.25,18.237199055149137,511,165,324
baseline,0.05,10.0,0.25,18.243116218363905,511,164,325
baseline,0.05,10.0,0.25,18.246944378877046,510,165,325
baseline,0.05,10.0,0.25,18.257943279698686,510,164,326
baseline,0.05,10.0,0.25,18.26045255173767,510,163,327
baseline,0.05,10.0,0.25,18.28154942299482,509,164,327
baseline,0.05,10.0,0.25,18.287300116463527,509,163,328
baseline,0.05,10.0,0.25,18.29159904868909,509,162,329
baseline,0.05,10.0,0.25,18.335868810274924,508,163,329
baseline,0.05,10.0,0.25,18.340028434782052,507,164,329
baseline,0.05,10.0,0.25,18.358678020296832,506,165,329
baseline,0.05,10.0,0.25,18.359810742281933,505,166,329
baseline,0.05,10.0,0.25,18.36242263729849,505,165,330
baseline,0.05,10.0,0.25,18.36333925878002,505,164,331
baseline,0.05,10.0,0.25,18.366864070549195,504,165,331
baseline,0.05,10.0,0.25,18.373700792197234,504,164,332
baseline,0.05,10.0,0.25,18.38133350660136,503,165,332
baseline,0.05,10.0,0.25,18.386317025136467,503,164,333
baseline,0.05,10.0,0.25,18.420364055807717,503,163,334
baseline,0.05,10.0,0.25,18.424875698135867,503,162,335
baseline,0.05,10.0,0.25,18.436853384173126,502,163,335
baseline,0.05,10.0,0.25,18.438076724725995,502,162,336
baseline,0.05,10.0,0.25,18.463873944758856,501,163,336
baseline,0.05,10.0,0.25,18.467214055618072,501,162,337
baseline,0.05,10.0,0.25,18.471811368554505,500,163,337
baseline,0.05,10.0,0.25,18.47324352888806,499,164,337
baseline,0.05,10.0,0.25,18.490416871595674,498,165,337
baseline,0.05,10.0,0.25,18.49736375339385,498,164,338
baseline,0.05,10.0,0.25,18.49902614543632,497,165,338
baseline,0.05,10.0,0.25,18.49961792327539,497,164,339
baseline,0.05,10.0,0.25,18.509832910917794,496,165,339
baseline,0.05,10.0,0.25,18.511880004570298,496,164,340
baseline,0.05,10.0,0.25,18.52068992597402,496,163,341
baseline,0.05,10.0,0.25,18.526275459147676,496,162,342
